Name,FQRegion,FQN,WOFId,CountryCode,HasRegion,Region,HasCity,City
fr/ariege,"ariege, fr","ariege, fr",85683335,fr,1,ariege,0,
fr/aube,"aube, fr","aube, fr",85683193,fr,1,aube,0,
fr/aude,"aude, fr","aude, fr",85683485,fr,1,aude,0,
fr/aveyron,"aveyron, fr","aveyron, fr",85683301,fr,1,aveyron,0,
fr/bano,"bano, fr","bano, fr",85633147,fr,1,bano,0,
fr/bas_rhin,"bas rhin, fr","bas rhin, fr",85683221,fr,1,bas rhin,0,
fr/bouches_du_rhone,"bouches du rhone, fr","bouches du rhone, fr",85683441,fr,1,bouches du rhone,0,
fr/calvados,"calvados, fr","calvados, fr",85683579,fr,1,calvados,0,
fr/cantal,"cantal, fr","cantal, fr",85683517,fr,1,cantal,0,
fr/charente,"charente, fr","charente, fr",85683437,fr,1,charente,0,
fr/charente_maritime,"charente maritime, fr","charente maritime, fr",85683275,fr,1,charente maritime,0,
fr/cher,"cher, fr","cher, fr",85683549,fr,1,cher,0,
fr/colmar,"colmar, fr","colmar, fr",101749557,fr,1,colmar,0,
fr/correze,"correze, fr","correze, fr",85683209,fr,1,correze,0,
fr/corse_du_sud,"corse du sud, fr","corse du sud, fr",85683167,fr,1,corse du sud,0,
fr/cote_dor,"cote dor, fr","cote dor, fr",85683563,fr,1,cote dor,0,
fr/cotes_darmor,"cotes darmor, fr","cotes darmor, fr",85633147,fr,1,cotes darmor,0,
fr/creuse,"creuse, fr","creuse, fr",85683179,fr,1,creuse,0,
fr/deux_sevres,"deux sevres, fr","deux sevres, fr",85683163,fr,1,deux sevres,0,
fr/dordogne,"dordogne, fr","dordogne, fr",85683331,fr,1,dordogne,0,
fr/doubs,"doubs, fr","doubs, fr",85683239,fr,1,doubs,0,
fr/drome,"drome, fr","drome, fr",85683523,fr,1,drome,0,
fr/essonne,"essonne, fr","essonne, fr",85683371,fr,1,essonne,0,
fr/eure,"eure, fr","eure, fr",85683283,fr,1,eure,0,
fr/eure_et_loir,"eure et loir, fr","eure et loir, fr",85683189,fr,1,eure et loir,0,
fr/finistere,"finistere, fr","finistere, fr",85683553,fr,1,finistere,0,
fr/gard,"gard, fr","gard, fr",85683431,fr,1,gard,0,
fr/gers,"gers, fr","gers, fr",85683467,fr,1,gers,0,
fr/gironde,"gironde, fr","gironde, fr",85683243,fr,1,gironde,0,
fr/guadeloupe,"guadeloupe, fr","guadeloupe, fr",890453599,fr,1,guadeloupe,0,
fr/guyane,"guyane, fr","guyane, fr",85671195,fr,1,guyane,0,
fr/haute_corse,"haute corse, fr","haute corse, fr",85683493,fr,1,haute corse,0,
fr/haute_garonne,"haute garonne, fr","haute garonne, fr",85683397,fr,1,haute garonne,0,
fr/haute_loire,"haute loire, fr","haute loire, fr",85683413,fr,1,haute loire,0,
fr/haute_marne,"haute marne, fr","haute marne, fr",85683261,fr,1,haute marne,0,
fr/haute_rhin,"haute rhin, fr","haute rhin, fr",85633147,fr,1,haute rhin,0,
fr/haute_saone,"haute saone, fr","haute saone, fr",85683559,fr,1,haute saone,0,
fr/haute_savoie,"haute savoie, fr","haute savoie, fr",85683227,fr,1,haute savoie,0,
fr/haute_vienne,"haute vienne, fr","haute vienne, fr",85683531,fr,1,haute vienne,0,
fr/hautes_alpes,"hautes alpes, fr","hautes alpes, fr",85683597,fr,1,hautes alpes,0,
fr/hautes_pyrenees,"hautes pyrenees, fr","hautes pyrenees, fr",85683203,fr,1,hautes pyrenees,0,
fr/hauts_de_seine,"hauts de seine, fr","hauts de seine, fr",85683157,fr,1,hauts de seine,0,
fr/herault,"herault, fr","herault, fr",85683419,fr,1,herault,0,
fr/ille_et_vilaine,"ille et vilaine, fr","ille et vilaine, fr",85683461,fr,1,ille et vilaine,0,
fr/indre,"indre, fr","indre, fr",85683311,fr,1,indre,0,
fr/indre_et_loire,"indre et loire, fr","indre et loire, fr",85683575,fr,1,indre et loire,0,
fr/isere,"isere, fr","isere, fr",85683427,fr,1,isere,0,
fr/jura,"jura, fr","jura, fr",85683173,fr,1,jura,0,
fr/la_reunion,"la reunion, fr","la reunion, fr",85671199,fr,1,la reunion,0,
fr/landes,"landes, fr","landes, fr",85683183,fr,1,landes,0,
fr/loir_et_cher,"loir et cher, fr","loir et cher, fr",85683349,fr,1,loir et cher,0,
fr/loire,"loire, fr","loire, fr",404227423,fr,1,loire,0,
fr/loire_atlantique,"loire atlantique, fr","loire atlantique, fr",85683233,fr,1,loire atlantique,0,
fr/loiret,"loiret, fr","loiret, fr",85683479,fr,1,loiret,0,
fr/lot,"lot, fr","lot, fr",85683389,fr,1,lot,0,
fr/lot_et_garonne,"lot et garonne, fr","lot et garonne, fr",85683341,fr,1,lot et garonne,0,
fr/lozere,"lozere, fr","lozere, fr",85683453,fr,1,lozere,0,
fr/maine_et_loire,"maine et loire, fr","maine et loire, fr",85683327,fr,1,maine et loire,0,
fr/manche,"manche, fr","manche, fr",85683489,fr,1,manche,0,
fr/marne,"marne, fr","marne, fr",85683405,fr,1,marne,0,
fr/martinique,"martinique, fr","martinique, fr",85671191,fr,1,martinique,0,
fr/mayenne,"mayenne, fr","mayenne, fr",85683401,fr,1,mayenne,0,
fr/mayotte,"mayotte, fr","mayotte, fr",85632251,fr,1,mayotte,0,
fr/meurthe_et_moselle,"meurthe et moselle, fr","meurthe et moselle, fr",85683343,fr,1,meurthe et moselle,0,
fr/meuse,"meuse, fr","meuse, fr",85683297,fr,1,meuse,0,
fr/montpellier,"montpellier, fr","montpellier, fr",101749209,fr,1,montpellier,0,
fr/morbihan,"morbihan, fr","morbihan, fr",85683507,fr,1,morbihan,0,
fr/moselle,"moselle, fr","moselle, fr",85683271,fr,1,moselle,0,
fr/nievre,"nievre, fr","nievre, fr",85683359,fr,1,nievre,0,
fr/nord,"nord, fr","nord, fr",85683445,fr,1,nord,0,
fr/oise,"oise, fr","oise, fr",85683289,fr,1,oise,0,
fr/orne,"orne, fr","orne, fr",85683527,fr,1,orne,0,
fr/paris,"paris, fr","paris, fr",85683497,fr,1,paris,0,
fr/pas_de_calais,"pas de calais, fr","pas de calais, fr",85683255,fr,1,pas de calais,0,
fr/puy_de_dome,"puy de dome, fr","puy de dome, fr",85683471,fr,1,puy de dome,0,
fr/pyrenees_atlantiques,"pyrenees atlantiques, fr","pyrenees atlantiques, fr",85683539,fr,1,pyrenees atlantiques,0,
fr/pyrenees_orientales,"pyrenees orientales, fr","pyrenees orientales, fr",85683169,fr,1,pyrenees orientales,0,
fr/rhone,"rhone, fr","rhone, fr",85683569,fr,1,rhone,0,
fr/saint_pierre_et_miquelon,"saint pierre et miquelon, fr","saint pierre et miquelon, fr",85633147,fr,1,saint pierre et miquelon,0,
fr/saone_et_loire,"saone et loire, fr","saone et loire, fr",85683543,fr,1,saone et loire,0,
fr/sarthe,"sarthe, fr","sarthe, fr",85683279,fr,1,sarthe,0,
fr/savoie,"savoie, fr","savoie, fr",85683265,fr,1,savoie,0,
fr/seien_et_marne,"seien et marne, fr","seien et marne, fr",85683405,fr,1,seien et marne,0,
fr/seine_maritime,"seine maritime, fr","seine maritime, fr",85683251,fr,1,seine maritime,0,
fr/seine_saint_denis,"seine saint denis, fr","seine saint denis, fr",85683475,fr,1,seine saint denis,0,
fr/somme,"somme, fr","somme, fr",85683363,fr,1,somme,0,
fr/tarn,"tarn, fr","tarn, fr",85683603,fr,1,tarn,0,
fr/tarn_et_garonne,"tarn et garonne, fr","tarn et garonne, fr",85683217,fr,1,tarn et garonne,0,
fr/territoire_de_belfort,"territoire de belfort, fr","territoire de belfort, fr",85683353,fr,1,territoire de belfort,0,
fr/val_de_marne,"val de marne, fr","val de marne, fr",85683459,fr,1,val de marne,0,
fr/val_doise,"val doise, fr","val doise, fr",85683451,fr,1,val doise,0,
fr/var,"var, fr","var, fr",85683315,fr,1,var,0,
fr/vaucluse,"vaucluse, fr","vaucluse, fr",85683201,fr,1,vaucluse,0,
fr/vendee,"vendee, fr","vendee, fr",85683409,fr,1,vendee,0,
fr/vienne,"vienne, fr","vienne, fr",85683185,fr,1,vienne,0,
fr/vosges,"vosges, fr","vosges, fr",85683223,fr,1,vosges,0,
fr/yonne,"yonne, fr","yonne, fr",85683503,fr,1,yonne,0,
fr/yvelines,"yvelines, fr","yvelines, fr",85683367,fr,1,yvelines,0,
gg/countrywide,,,,gg,0,,0,
gr/b/municipality_of_kalamaria,,"Kalamaria, gr",1125373141,gr,0,,1,Kalamaria
il/city_of_tel_aviv,,"Tel Aviv, il",85672549,il,0,,1,Tel Aviv
il/countrywide-hebrew,,,,il,0,,0,
il/countrywide-latin,,,,il,0,,0,
is/countrywide,,,,is,0,,0,
it/04/acerra,"Campania, it","Acerra, Campania, it",101800489,it,1,Campania,1,Acerra
it/21/city_of_biella,"Piedmont, it","biella, Piedmont, it",85685665,it,1,Piedmont,1,biella
it/21/statewide,"Piedmont, it","Piedmont, it",85685695,it,1,Piedmont,0,
it/21/torino,"Piedmont, it","Torino, Piedmont, it",85685169,it,1,Piedmont,1,Torino
it/25/bg,"Lombardy, it","Bergamo, Lombardy, it",85685249,it,1,Lombardy,1,Bergamo
it/25/bs,"Lombardy, it","Brescia, Lombardy, it",85685253,it,1,Lombardy,1,Brescia
it/25/co,"Lombardy, it","Como, Lombardy, it",85685235,it,1,Lombardy,1,Como
it/25/cr,"Lombardy, it","Cremona, Lombardy, it",85685263,it,1,Lombardy,1,Cremona
it/25/lc,"Lombardy, it","Lecco, Lombardy, it",85685669,it,1,Lombardy,1,Lecco
it/25/lo,"Lombardy, it","Lodi, Lombardy, it",85685671,it,1,Lombardy,1,Lodi
it/25/mb,"Lombardy, it","Monza e Brianza, Lombardy, it",85685723,it,1,Lombardy,1,Monza e Brianza
it/25/mi,"Lombardy, it","Milano, Lombardy, it",85685243,it,1,Lombardy,1,Milano
it/25/mn,"Lombardy, it","Mantova, Lombardy, it",85685269,it,1,Lombardy,1,Mantova
it/25/pv,"Lombardy, it","Pavia, Lombardy, it",85685257,it,1,Lombardy,1,Pavia
it/25/so,"Lombardy, it","Sondrio, Lombardy, it",85685239,it,1,Lombardy,1,Sondrio
it/25/va,"Lombardy, it","Varese, Lombardy, it",85685231,it,1,Lombardy,1,Varese
it/32/south-tyrol-de,"Trentino-Alto Adige, it","Trentino-Alto Adige, it",404227499,it,1,Trentino-Alto Adige,0,
it/32/south-tyrol-it,"Trentino-Alto Adige, it","Trentino-Alto Adige, it",404227499,it,1,Trentino-Alto Adige,0,
it/32/south-tyrol-lld,"Trentino-Alto Adige, it","Trentino-Alto Adige, it",404227499,it,1,Trentino-Alto Adige,0,
it/34/city_of_verona,"Veneto, it","verona, Veneto, it",85685281,it,1,Veneto,1,verona
it/34/venice,"Veneto, it","Venice, Veneto, it",85685305,it,1,Veneto,1,Venice
it/36/statewide,"Friuli-Venezia Giulia, it","Friuli-Venezia Giulia, it",85685649,it,1,Friuli-Venezia Giulia,0,
it/42/statewide,"Liguria, it","Liguria, it",404227507,it,1,Liguria,0,
it/45/bo,"Emilia-Romagna, it","Bologna, Emilia-Romagna, it",85685351,it,1,Emilia-Romagna,1,Bologna
it/45/bologna,"Emilia-Romagna, it","Bologna, Emilia-Romagna, it",85685351,it,1,Emilia-Romagna,1,Bologna
it/45/fc,"Emilia-Romagna, it"," ForlÏ-Cesena, Emilia-Romagna, it",85685367,it,1,Emilia-Romagna,1, ForlÏ-Cesena
it/45/fe,"Emilia-Romagna, it","Ferrara, Emilia-Romagna, it",85685359,it,1,Emilia-Romagna,1,Ferrara
it/45/ferrara,"Emilia-Romagna, it","Ferrara, Emilia-Romagna, it",85685359,it,1,Emilia-Romagna,1,Ferrara
it/45/mo,"Emilia-Romagna, it","Modena, Emilia-Romagna, it",85685347,it,1,Emilia-Romagna,1,Modena
it/45/pc,"Emilia-Romagna, it","Piacenza, Emilia-Romagna, it",85685331,it,1,Emilia-Romagna,1,Piacenza
it/45/pr,"Emilia-Romagna, it","Parma, Emilia-Romagna, it",85685339,it,1,Emilia-Romagna,1,Parma
it/45/ra,"Emilia-Romagna, it","Ravenna, Emilia-Romagna, it",85685363,it,1,Emilia-Romagna,1,Ravenna
it/45/re,"Emilia-Romagna, it","Reggio Emilia, Emilia-Romagna, it",85685343,it,1,Emilia-Romagna,1,Reggio Emilia
it/45/rn,"Emilia-Romagna, it","Rimini, Emilia-Romagna, it",85685675,it,1,Emilia-Romagna,1,Rimini
it/52/firenze,"Tuscany, it","Firenze, Tuscany, it",85685407,it,1,Tuscany,1,Firenze
it/52/statewide,"Tuscany, it","Tuscany, it",404227511,it,1,Tuscany,0,
it/55/statewide,"Umbria, it","Umbria, it",85685443,it,1,Umbria,0,
it/82/statewide,"Sicily, it","Sicily, it",85685627,it,1,Sicily,0,
it/88/statewide,"Sardinia, it","Sardinia, it",85685717,it,1,Sardinia,0,
it/countrywide,,,,it,0,,0,
jm/august_town,"august town, jm","august town, jm",421194885,jm,1,august town,0,
jm/countrywide,,,,jm,0,,0,
jp/aichi,"aichi, jp","aichi, jp",85672731,jp,1,aichi,0,
jp/akita,"akita, jp","akita, jp",85672825,jp,1,akita,0,
jp/aomori,"aomori, jp","aomori, jp",85672831,jp,1,aomori,0,
jp/chiba,"chiba, jp","chiba, jp",85672797,jp,1,chiba,0,
jp/ehime,"ehime, jp","ehime, jp",85672711,jp,1,ehime,0,
jp/fukui,"fukui, jp","fukui, jp",85672767,jp,1,fukui,0,
jp/fukuoka,"fukuoka, jp","fukuoka, jp",85672697,jp,1,fukuoka,0,
jp/fukushima,"fukushima, jp","fukushima, jp",85672835,jp,1,fukushima,0,
jp/gifu,"gifu, jp","gifu, jp",85672735,jp,1,gifu,0,
jp/gunma,"gunma, jp","gunma, jp",85672871,jp,1,gunma,0,
jp/hiroshima,"hiroshima, jp","hiroshima, jp",85672671,jp,1,hiroshima,0,
jp/hokkaido,"hokkaido, jp","hokkaido, jp",85672761,jp,1,hokkaido,0,
jp/hyogo,"hyogo, jp","hyogo, jp",85672769,jp,1,hyogo,0,
jp/ibaraki,"ibaraki, jp","ibaraki, jp",85672801,jp,1,ibaraki,0,
jp/ishikawa,"ishikawa, jp","ishikawa, jp",85672741,jp,1,ishikawa,0,
jp/iwate,"iwate, jp","iwate, jp",85672839,jp,1,iwate,0,
jp/kagawa,"kagawa, jp","kagawa, jp",85672715,jp,1,kagawa,0,
jp/kagoshima,"kagoshima, jp","kagoshima, jp",85672861,jp,1,kagoshima,0,
jp/kanagawa,"kanagawa, jp","kanagawa, jp",85672805,jp,1,kanagawa,0,
jp/kochi,"kochi, jp","kochi, jp",85672717,jp,1,kochi,0,
jp/kumamoto,"kumamoto, jp","kumamoto, jp",85672703,jp,1,kumamoto,0,
jp/kyoto,"kyoto, jp","kyoto, jp",85672777,jp,1,kyoto,0,
jp/mie,"mie, jp","mie, jp",85672745,jp,1,mie,0,
jp/miyagi,"miyagi, jp","miyagi, jp",85672843,jp,1,miyagi,0,
jp/miyazaki,"miyazaki, jp","miyazaki, jp",85672707,jp,1,miyazaki,0,
jp/nagano,"nagano, jp","nagano, jp",85672749,jp,1,nagano,0,
jp/nagasaki,"nagasaki, jp","nagasaki, jp",85672857,jp,1,nagasaki,0,
jp/nara,"nara, jp","nara, jp",85672779,jp,1,nara,0,
jp/niigata,"niigata, jp","niigata, jp",85672849,jp,1,niigata,0,
jp/oita,"oita, jp","oita, jp",85672723,jp,1,oita,0,
jp/okayama,"okayama, jp","okayama, jp",85672675,jp,1,okayama,0,
jp/okinawa,"okinawa, jp","okinawa, jp",85672867,jp,1,okinawa,0,
jp/osaka,"osaka, jp","osaka, jp",85672785,jp,1,osaka,0,
jp/saga,"saga, jp","saga, jp",85672695,jp,1,saga,0,
jp/saitama,"saitama, jp","saitama, jp",85672807,jp,1,saitama,0,
jp/shiga,"shiga, jp","shiga, jp",85672789,jp,1,shiga,0,
jp/shimane,"shimane, jp","shimane, jp",85672679,jp,1,shimane,0,
jp/shizuoka,"shizuoka, jp","shizuoka, jp",85672753,jp,1,shizuoka,0,
jp/tochigi,"tochigi, jp","tochigi, jp",85672813,jp,1,tochigi,0,
jp/tokushima,"tokushima, jp","tokushima, jp",85672729,jp,1,tokushima,0,
jp/tokyo,"tokyo, jp","tokyo, jp",85672817,jp,1,tokyo,0,
jp/tottori,"tottori, jp","tottori, jp",85672685,jp,1,tottori,0,
jp/toyama,"toyama, jp","toyama, jp",85672759,jp,1,toyama,0,
jp/wakayama,"wakayama, jp","wakayama, jp",85672795,jp,1,wakayama,0,
jp/yamagata,"yamagata, jp","yamagata, jp",85672853,jp,1,yamagata,0,
jp/yamaguchi,"yamaguchi, jp","yamaguchi, jp",85672689,jp,1,yamaguchi,0,
jp/yamanashi,"yamanashi, jp","yamanashi, jp",85672821,jp,1,yamanashi,0,
kr/11/provincewide,"Seoul, kr","Seoul, kr",102026327,kr,1,Seoul,0,
kr/26/provincewide,"Busan, kr","Busan, kr",102026353,kr,1,Busan,0,
kr/27/provincewide,"Daego, kr","Daego, kr",85632231,kr,1,Daego,0,
kr/28/provincewide,"Incheon, kr","Incheon, kr",85673177,kr,1,Incheon,0,
kr/29/provincewide,"Gwangzu, kr","Gwangzu, kr",85632231,kr,1,Gwangzu,0,
kr/30/provincewide,"Daejeon, kr","Daejeon, kr",85673207,kr,1,Daejeon,0,
kr/31/provincewide,"Ulsan, kr","Ulsan, kr",85673231,kr,1,Ulsan,0,
kr/41/provincewide,"Gyeonggi, kr","Gyeonggi, kr",85673191,kr,1,Gyeonggi,0,
kr/42/provincewide,"Gangwon, kr","Gangwon, kr",85673181,kr,1,Gangwon,0,
kr/43/provincewide,"North Chungcheong, kr","North Chungcheong, kr",85673173,kr,1,North Chungcheong,0,
kr/44/provincewide,"South Chungcheong, kr","South Chungcheong, kr",85673203,kr,1,South Chungcheong,0,
kr/45/provincewide,"North Jeolla, kr","North Jeolla, kr",85673195,kr,1,North Jeolla,0,
kr/46/provincewide,"South Jeolla, kr","South Jeolla, kr",85673219,kr,1,South Jeolla,0,
kr/47/provincewide,"North Gyeongsang, kr","North Gyeongsang, kr",85673233,kr,1,North Gyeongsang,0,
kr/48/provincewide,"South Gyeongsang, kr","South Gyeongsang, kr",85673215,kr,1,South Gyeongsang,0,
kr/49/provincewide,"Jeju, kr","Jeju, kr",85673237,kr,1,Jeju,0,
kr/50/provincewide,"Sejong, kr","Sejong, kr",85673243,kr,1,Sejong,0,
kr/seoul/chongnogu-new,"seoul, kr","Chongnogu, seoul, kr",102026327,kr,1,seoul,1,Chongnogu
kr/seoul/chongnogu-old,"seoul, kr","Chongnogu, seoul, kr",102026327,kr,1,seoul,1,Chongnogu
kr/seoul/chunggu-new,"seoul, kr","Chunggu, seoul, kr",102026327,kr,1,seoul,1,Chunggu
kr/seoul/chunggu-old,"seoul, kr","Chunggu, seoul, kr",102026327,kr,1,seoul,1,Chunggu
kr/seoul/chungnanggu-new,"seoul, kr","Chungnanggu, seoul, kr",102026327,kr,1,seoul,1,Chungnanggu
kr/seoul/chungnanggu-old,"seoul, kr","Chungnanggu, seoul, kr",102026327,kr,1,seoul,1,Chungnanggu
kr/seoul/kangbukku-new,"seoul, kr","kangbukku, seoul, kr",890473235,kr,1,seoul,1,kangbukku
kr/seoul/kangbukku-old,"seoul, kr","kangbukku, seoul, kr",890473235,kr,1,seoul,1,kangbukku
kr/seoul/kangdonggu-new,"seoul, kr","kangdonggu, seoul, kr",102026327,kr,1,seoul,1,kangdonggu
kr/seoul/kangdonggu-old,"seoul, kr","kangdonggu, seoul, kr",102026327,kr,1,seoul,1,kangdonggu
kr/seoul/kangnamgu-new,"seoul, kr","kangnamgu, seoul, kr",102026327,kr,1,seoul,1,kangnamgu
kr/seoul/kangnamgu-old,"seoul, kr","kangnamgu, seoul, kr",102026327,kr,1,seoul,1,kangnamgu
kr/seoul/kangseogu-new,"seoul, kr","kangseogu, seoul, kr",102026327,kr,1,seoul,1,kangseogu
kr/seoul/kangseogu-old,"seoul, kr","kangseogu, seoul, kr",102026327,kr,1,seoul,1,kangseogu
kr/seoul/keumcheongu-new,"seoul, kr","keumcheongu, seoul, kr",102026327,kr,1,seoul,1,keumcheongu
kr/seoul/keumcheongu-old,"seoul, kr","keumcheongu, seoul, kr",102026327,kr,1,seoul,1,keumcheongu
kr/seoul/kurogu-new,"seoul, kr","kurogu, seoul, kr",102026327,kr,1,seoul,1,kurogu
kr/seoul/kurogu-old,"seoul, kr","kurogu, seoul, kr",102026327,kr,1,seoul,1,kurogu
kr/seoul/kwanakku-new,"seoul, kr","kwanakku, seoul, kr",102026327,kr,1,seoul,1,kwanakku
kr/seoul/kwanakku-old,"seoul, kr","kwanakku, seoul, kr",102026327,kr,1,seoul,1,kwanakku
kr/seoul/kwangjingu-new,"seoul, kr","kwangjingu, seoul, kr",102026327,kr,1,seoul,1,kwangjingu
kr/seoul/kwangjingu-old,"seoul, kr","kwangjingu, seoul, kr",102026327,kr,1,seoul,1,kwangjingu
kr/seoul/mapogu-new,"seoul, kr","mapogu, seoul, kr",890473201,kr,1,seoul,1,mapogu
kr/seoul/mapogu-old,"seoul, kr","mapogu, seoul, kr",890473201,kr,1,seoul,1,mapogu
kr/seoul/noweongu-new,"seoul, kr","noweongu, seoul, kr",102026327,kr,1,seoul,1,noweongu
kr/seoul/noweongu-old,"seoul, kr","noweongu, seoul, kr",102026327,kr,1,seoul,1,noweongu
kr/seoul/seochogu-new,"seoul, kr","seochogu, seoul, kr",890473319,kr,1,seoul,1,seochogu
kr/seoul/seochogu-old,"seoul, kr","seochogu, seoul, kr",890473319,kr,1,seoul,1,seochogu
kr/seoul/seodaemungu-new,"seoul, kr","seodaemungu, seoul, kr",890472895,kr,1,seoul,1,seodaemungu
kr/seoul/seodaemungu-old,"seoul, kr","seodaemungu, seoul, kr",890472895,kr,1,seoul,1,seodaemungu
kr/seoul/seongbukku-new,"seoul, kr","seongbukku, seoul, kr",102026327,kr,1,seoul,1,seongbukku
kr/seoul/seongbukku-old,"seoul, kr","seongbukku, seoul, kr",102026327,kr,1,seoul,1,seongbukku
kr/seoul/seongdonggu-new,"seoul, kr","seongdonggu, seoul, kr",890473253,kr,1,seoul,1,seongdonggu
kr/seoul/seongdonggu-old,"seoul, kr","seongdonggu, seoul, kr",890473253,kr,1,seoul,1,seongdonggu
kr/seoul/songpagu-new,"seoul, kr","songpagu, seoul, kr",890473255,kr,1,seoul,1,songpagu
kr/seoul/songpagu-old,"seoul, kr","songpagu, seoul, kr",890473255,kr,1,seoul,1,songpagu
kr/seoul/tobonggu-new,"seoul, kr","tobonggu, seoul, kr",102026327,kr,1,seoul,1,tobonggu
kr/seoul/tobonggu-old,"seoul, kr","tobonggu, seoul, kr",102026327,kr,1,seoul,1,tobonggu
kr/seoul/tongdaemungu-new,"seoul, kr","tongdaemungu, seoul, kr",102026327,kr,1,seoul,1,tongdaemungu
kr/seoul/tongdaemungu-old,"seoul, kr","tongdaemungu, seoul, kr",102026327,kr,1,seoul,1,tongdaemungu
kr/seoul/tongjakku-new,"seoul, kr","tongjakku, seoul, kr",102026327,kr,1,seoul,1,tongjakku
kr/seoul/tongjakku-old,"seoul, kr","tongjakku, seoul, kr",102026327,kr,1,seoul,1,tongjakku
kr/seoul/yangcheongu-new,"seoul, kr","yangcheongu, seoul, kr",890472299,kr,1,seoul,1,yangcheongu
kr/seoul/yangcheongu-old,"seoul, kr","yangcheongu, seoul, kr",890472299,kr,1,seoul,1,yangcheongu
kr/seoul/yeongdeungpogu-new,"seoul, kr","yeongdeungpogu, seoul, kr",890473231,kr,1,seoul,1,yeongdeungpogu
kr/seoul/yeongdeungpogu-old,"seoul, kr","yeongdeungpogu, seoul, kr",890473231,kr,1,seoul,1,yeongdeungpogu
kr/seoul/yongsangu-new,"seoul, kr","yongsangu, seoul, kr",890475295,kr,1,seoul,1,yongsangu
kr/seoul/yongsangu-old,"seoul, kr","yongsangu, seoul, kr",890475295,kr,1,seoul,1,yongsangu
kw/countrywide-arabic,,,,kw,0,,0,
kw/countrywide-latin,,,,kw,0,,0,
kz/ala-statewide,,,,kz,0,,0,
kz/asa-statewide,,,,kz,0,,0,
kz/countrywide,,,,kz,0,,0,
li/countrywide,,,,li,0,,0,
lt/city_of_vilnius,,"Vilinius, lt",85633269,lt,0,,1,Vilinius
lt/countrywide,,,,lt,0,,0,
lu/countrywide,,,,lu,0,,0,
lv/city_of_riga,,"Riga, lv",101751789,lv,0,,1,Riga
mx/agu/statewide,"agu, mx","agu, mx",85686637,mx,1,agu,0,
mx/bcn/statewide,"bcn, mx","bcn, mx",85686541,mx,1,bcn,0,
mx/bcs/statewide,"bcs, mx","bcs, mx",85686555,mx,1,bcs,0,
mx/cam/statewide,"cam, mx","cam, mx",85686707,mx,1,cam,0,
mx/chh/statewide,"chh, mx","chh, mx",85686581,mx,1,chh,0,
mx/chp/statewide,"chp, mx","chp, mx",85686611,mx,1,chp,0,
mx/cmx/statewide,"cmx, mx","cmx, mx",85633293,mx,1,cmx,0,
mx/coa/statewide,"coa, mx","coa, mx",85686689,mx,1,coa,0,
mx/col/statewide,"col, mx","col, mx",85686587,mx,1,col,0,
mx/countrywide,,,,mx,0,,0,
mx/dur/statewide,"dur, mx","dur, mx",85686573,mx,1,dur,0,
mx/gro/statewide,"gro, mx","gro, mx",85686517,mx,1,gro,0,
mx/gua/statewide,"gua, mx","gua, mx",85686629,mx,1,gua,0,
mx/hid/statewide,"hid, mx","hid, mx",85686665,mx,1,hid,0,
mx/jal/statewide,"jal, mx","jal, mx",85686603,mx,1,jal,0,
mx/mex/statewide,"mex, mx","mex, mx",85686527,mx,1,mex,0,
mx/mic/statewide,"mic, mx","mic, mx",85686595,mx,1,mic,0,
mx/mor/statewide,"mor, mx","mor, mx",85686531,mx,1,mor,0,
mx/nay/statewide,"nay, mx","nay, mx",85686591,mx,1,nay,0,
mx/nle/statewide,"nle, mx","nle, mx",85686681,mx,1,nle,0,
mx/oax/statewide,"oax, mx","oax, mx",85686623,mx,1,oax,0,
mx/pue/statewide,"pue, mx","pue, mx",85686657,mx,1,pue,0,
mx/que/statewide,"que, mx","que, mx",85686641,mx,1,que,0,
mx/roo/statewide,"roo, mx","roo, mx",85686711,mx,1,roo,0,
mx/sin/statewide,"sin, mx","sin, mx",85686535,mx,1,sin,0,
mx/slp/statewide,"slp, mx","slp, mx",85686647,mx,1,slp,0,
mx/son/statewide,"son, mx","son, mx",85686549,mx,1,son,0,
mx/tab/statewide,"tab, mx","tab, mx",85686617,mx,1,tab,0,
mx/tam/statewide,"tam, mx","tam, mx",85686695,mx,1,tam,0,
mx/tla/statewide,"tla, mx","tla, mx",85686653,mx,1,tla,0,
mx/ver/statewide,"ver, mx","ver, mx",85686671,mx,1,ver,0,
mx/yuc/statewide,"yuc, mx","yuc, mx",85686701,mx,1,yuc,0,
mx/zac/statewide,"zac, mx","zac, mx",85686567,mx,1,zac,0,
nc/countrywide,,,,nc,0,,0,
nl/countrywide,,,,nl,0,,0,
no/countrywide,,,,no,0,,0,
nz/bay_of_plenty/rotorua,"bay of plenty, nz","Rotorua, bay of plenty, nz",101914629,nz,1,bay of plenty,1,Rotorua
nz/city_of_palmerston_north,,"Palmerston North, nz",101914259,nz,0,,1,Palmerston North
nz/countrywide,,,,nz,0,,0,
nz/greater_wellington,"greater wellington, nz","greater wellington, nz",85687233,nz,1,greater wellington,0,
pl/dolnoslaskie,"dolnoslaskie, pl","dolnoslaskie, pl",85687301,pl,1,dolnoslaskie,0,
pl/kujawsko-pomorskie,"kujawsko-pomorskie, pl","kujawsko-pomorskie, pl",85687319,pl,1,kujawsko-pomorskie,0,
pl/lodzkie,"lodzkie, pl","lodzkie, pl",85687261,pl,1,lodzkie,0,
